Episode,Score_Mean,Time_Mean,Score_Median,Time_Median,Score_std,Time_std
950,78.60401563423324,5.214,101.2714443095372,7.460000000000001,4.0884231679218335,4.0884231679218335
960,253.44874401372834,9.002,281.21402577462385,9.98,2.9340000000000006,2.9340000000000006
970,213.152710961,8.998000000000001,234.43208292253058,9.98,2.9460000000000006,2.9460000000000006
980,161.55525161770575,6.088,271.099276792008,9.98,4.766979756617391,4.766979756617391
990,83.86902835882478,5.6160000000000005,41.112495340089055,5.71,3.7912826325664515,3.7912826325664515
1000,256.3707140845999,8.998000000000001,284.3913442244387,9.98,2.9460000000000006,2.9460000000000006
1010,283.17889838818303,7.054,378.0294453343208,9.98,4.469649203237319,4.469649203237319
1020,109.07293289180923,3.2560000000000002,-8.471708448840616,0.33999999999999997,4.407682384201475,4.407682384201475
1030,312.46752821620555,9.002,343.09218611746013,9.98,2.9340000000000006,2.9340000000000006
1040,289.30716169747393,8.014000000000001,361.6961230432099,9.98,3.93212461654002,3.93212461654002
1050,-2.9075867432433578,0.852,-9.921318632418929,0.31,1.0737299474262605,1.0737299474262605
1060,97.06426661307121,3.166,-7.776540328080195,0.21000000000000002,4.463353447801328,4.463353447801328
1070,99.43049385831503,3.232,-8.020457205135799,0.33,4.4241265804676075,4.4241265804676075
1080,233.3308064273699,6.052000000000001,376.1931520644358,9.98,4.810814484055689,4.810814484055689
1090,274.9148091510845,7.082000000000001,388.99804033469525,9.98,4.428096204916962,4.428096204916962
1100,0.2542990089024393,2.3499999999999996,-2.1777321789249244,2.71,1.0011693163496374,1.0011693163496374
1110,104.94272419197625,6.136000000000001,143.3553337951424,9.98,4.7099367299359765,4.7099367299359765
1120,148.64816867247552,6.132,188.62529494391435,8.27,4.109785395857064,4.109785395857064
1130,-8.320502991232892,0.4760000000000001,-10.0,0.42000000000000004,0.31809432563313667,0.31809432563313667
1140,3.385554663908498,1.6060000000000003,-9.259702119531505,1.1099999999999999,1.6237007113381459,1.6237007113381459
1150,225.97484426523084,7.044000000000001,300.85093935339455,9.98,4.484888404408743,4.484888404408743
1160,393.1254846579262,8.996,441.31716995296233,9.98,2.952,2.952
1170,229.99527252809708,6.976000000000001,327.283458500785,9.98,4.469584320717084,4.469584320717084
1180,82.58119151767285,5.272000000000001,76.51826530790748,5.45,4.710993101247337,4.710993101247337
1190,-4.018236565143125,1.128,-6.465826537661612,1.03,0.6533115642631776,0.6533115642631776
1200,24.95121841925829,2.4400000000000004,-2.619517916858455,2.41,1.731126800670592,1.731126800670592
1210,196.17311405695096,5.1,190.94658328479713,5.16,4.880303269265139,4.880303269265139
1220,328.44454314535335,8.028000000000002,415.6545954730519,9.98,3.9042561391384147,3.9042561391384147
1230,137.53869607023003,6.106000000000001,223.07354259181875,9.98,4.745153738289203,4.745153738289203
1240,39.22802544050888,2.89,14.108586398686722,2.23,2.9424921410260385,2.9424921410260385
1250,230.29439687215387,7.696000000000001,236.2881588981937,8.35,2.7978963526192318,2.7978963526192318
1260,165.2720518593768,5.088000000000001,129.6888592075732,5.11,4.892035976973187,4.892035976973187
1270,238.66483706455452,6.054,398.4903951463962,9.98,4.808368122346708,4.808368122346708
1280,240.06980795895737,6.802000000000001,359.8874933269997,9.98,4.4043564796687384,4.4043564796687384
1290,53.17911728482752,2.7600000000000002,28.816523903133657,2.1,2.7517848753127487,2.7517848753127487
1300,442.1279932642806,9.98,435.67067377242284,9.98,0.0,0.0
1310,361.7216627656301,8.026,447.06069325648485,9.98,3.9080025588527962,3.9080025588527962
1320,195.26779681519528,7.144,273.76604142007744,9.98,4.341877934719031,4.341877934719031
1330,336.66587572833055,8.02,420.2204843846739,9.98,3.920010204068352,3.920010204068352
1340,224.43101520596073,5.160000000000001,214.79195481104017,5.2,4.820390025713687,4.820390025713687
1350,312.12253469776437,7.218000000000001,438.1480816323039,9.98,4.228507538127372,4.228507538127372
1360,201.16128034153664,5.718000000000001,224.2729593818275,7.16,4.128171023589018,4.128171023589018
1370,416.6612076664027,9.98,420.56361496854095,9.98,0.0,0.0
1380,211.1053437156492,6.804,247.62573443047054,9.47,4.352147056338975,4.352147056338975
1390,-0.6786151725163393,0.916,-3.5783944153494063,0.81,0.411514276787574,0.411514276787574
1400,-4.36720129855429,1.504,-9.464128239423387,1.51,0.5845203161567613,0.5845203161567613
1410,301.2401840840995,7.688000000000001,438.00741846198434,9.98,3.552274764147616,3.552274764147616
1420,192.35068305386375,8.996,213.57094768456068,9.98,2.952,2.952
1430,248.4729164280844,9.006,272.17189643086243,9.98,2.922,2.922
1440,212.5646862066073,5.648000000000001,227.57853367521574,7.42,4.511081466788203,4.511081466788203
1450,264.7424306353137,7.610000000000001,399.95304046368096,9.98,3.852658822164247,3.852658822164247
1460,37.352877855045264,5.292000000000001,57.494141527271,6.290000000000001,2.519034735766857,2.519034735766857
1470,230.67264245499723,8.044,286.81027548144357,9.98,3.8723718829678537,3.8723718829678537
1480,168.74481761427177,4.6819999999999995,31.119098868479703,3.0300000000000002,4.543922974699285,4.543922974699285
1490,369.8861856538515,8.042000000000002,459.0350682347315,9.98,3.876312164932025,3.876312164932025
1500,324.3760279172585,7.856000000000002,418.2783422374247,9.98,3.846773193210122,3.846773193210122
1510,218.92155644753052,6.0680000000000005,360.6805613148199,9.98,4.7912102855124195,4.7912102855124195
1520,-4.259468660521117,0.6880000000000001,-8.972049171336513,0.49,0.5783562915712079,0.5783562915712079
1530,281.6116580146625,7.146000000000001,404.3165462086002,9.98,4.334568490634333,4.334568490634333
1540,303.37681518333955,7.082000000000001,428.7088581978991,9.98,4.426777157255604,4.426777157255604
1550,363.29644323055516,8.02,459.1399135992709,9.98,3.9200102040683515,3.9200102040683515
1560,174.04593199612046,5.084,146.94084887472877,5.140000000000001,4.896307179906097,4.896307179906097
1570,217.16538651656856,6.058,360.23901166879926,9.98,4.80348581761204,4.80348581761204
1580,259.39592524835314,7.064000000000002,365.02094033700104,9.98,4.454488073841931,4.454488073841931
1590,322.38459638296,7.018000000000001,466.055156116987,9.98,4.5245415237347535,4.5245415237347535
1600,203.01469819922494,7.284000000000001,250.90425528587969,8.620000000000001,3.627040666990102,3.627040666990102
1610,131.18643283886666,3.3840000000000003,-9.982782537359908,0.6799999999999999,4.322756527957595,4.322756527957595
1620,460.3309166425867,9.98,462.8790225092479,9.98,0.0,0.0
1630,123.14899884469428,7.0280000000000005,181.07301210155276,9.98,4.509396411938077,4.509396411938077
1640,16.707932497826793,3.684,14.09478751217322,3.56,1.4008226154656414,1.4008226154656414
1650,192.54012703078917,6.048,315.2208463841803,9.98,4.815709293551678,4.815709293551678
1660,200.26266774301857,5.0840000000000005,174.74397665628024,5.12,4.8960866005412935,4.8960866005412935
1670,243.65099416084618,6.16,396.2582731348342,9.98,4.6821191783208596,4.6821191783208596
1680,275.61098018457113,6.082000000000001,455.8674176868982,9.98,4.77519800636581,4.77519800636581
1690,263.23894413369794,6.0920000000000005,432.0341371516174,9.98,4.762824372155665,4.762824372155665
1700,40.67257297252959,4.058,-8.906007950441992,2.74,4.0747853931219495,4.0747853931219495
1710,307.50612553478487,7.032000000000001,434.5645841366355,9.98,4.503147343802999,4.503147343802999
1720,17.835950529685,3.782000000000001,20.133717579159217,5.5,2.967415710681603,2.967415710681603
1730,253.0406816883129,6.054,418.41089843351864,9.98,4.808376441170139,4.808376441170139
1740,308.5334931936022,8.02,390.58332760109886,9.98,3.92,3.92
1750,340.08984338427615,9.000000000000002,402.4656221821675,9.98,2.9400000000000004,2.9400000000000004
1760,219.45396530585475,8.026000000000002,271.94058725092964,9.98,3.9080025588527962,3.9080025588527962
1770,304.58334064062666,7.052000000000001,432.6524680056307,9.98,4.472656481331872,4.472656481331872
1780,377.913652077705,9.012,429.54446147539755,9.98,2.9039999999999995,2.9039999999999995
1790,246.04050429071987,6.054,399.3558753927675,9.98,4.808384759979177,4.808384759979177
1800,341.5030510204795,8.010000000000002,430.4592842427554,9.98,3.940002538070249,3.940002538070249
1810,43.774823151952106,5.072000000000001,27.905677101351067,5.140000000000001,4.9082559020491185,4.9082559020491185
1820,282.11656505565463,6.700000000000001,436.99803423322214,9.98,4.144519272485049,4.144519272485049
1830,304.7161431434531,7.944000000000001,395.39488961883217,9.98,3.866676091942536,3.866676091942536
1840,382.5473032679226,8.996,430.3489916018972,9.98,2.952,2.952
1850,338.2142342926348,9.98,340.62330410591073,9.98,0.0,0.0
1860,150.2220648044083,5.284000000000001,133.69053997445417,5.83,4.712814870117434,4.712814870117434
1870,272.4735144216976,7.052000000000001,380.90738260881096,9.98,4.47302313877315,4.47302313877315
1880,312.406219580462,8.030000000000001,390.2105705283802,9.98,3.9000025641017215,3.9000025641017215
1890,340.7470652083915,8.066,398.99483986293774,9.98,3.8289429350670665,3.8289429350670665
1900,114.07454709145054,5.378000000000001,85.16143110417673,7.220000000000001,4.388962975464705,4.388962975464705
1910,297.30708454806637,7.064000000000002,416.1521196243018,9.98,4.454371336114671,4.454371336114671
1920,219.9651636139637,8.016000000000002,272.8947860352098,9.98,3.9279999999999995,3.9279999999999995
1930,230.148563694715,7.646000000000001,293.8673218330361,9.98,3.8735002258938884,3.8735002258938884
1940,-2.5368251747851565,2.104,-7.929890680428618,2.36,1.3909363752522972,1.3909363752522972
1950,393.3500202009048,8.998000000000001,439.4282393791752,9.98,2.9460000000000006,2.9460000000000006
1960,175.01044800511653,6.048,285.25480570842393,9.98,4.815709293551678,4.815709293551678
1970,276.42421198678056,8.996,310.6743387600154,9.98,2.952,2.952
1980,344.95712606707343,8.704,436.31589766339664,9.98,2.953422421530655,2.953422421530655
1990,309.39484552802014,8.012,374.6808254713022,9.98,3.936,3.936
2000,409.0705354906212,8.996,453.5059826123608,9.98,2.952,2.952
2010,348.41310280332976,8.998000000000001,388.136817777022,9.98,2.9460000000000006,2.9460000000000006
2020,277.9725490216245,7.038000000000001,394.3993747711854,9.98,4.494017801477872,4.494017801477872
2030,52.079838754457434,4.6080000000000005,55.93469451362044,5.1899999999999995,2.3227432057806134,2.3227432057806134
2040,375.1500175268592,8.998000000000001,423.5263139439878,9.98,2.9460000000000006,2.9460000000000006
2050,212.64702937809585,6.048,331.1930362438721,9.98,4.815734211934874,4.815734211934874
2060,47.76843165352868,5.024,57.24239375929227,5.9399999999999995,2.431358468017417,2.431358468017417
2070,275.36061906906616,7.014,389.2144934734014,9.98,4.530642780003738,4.530642780003738
2080,271.24518451067183,7.244,372.244484021639,9.98,3.6893229731212203,3.6893229731212203
2090,133.72110794216923,6.6,172.44116490201128,8.01,3.4113105985823102,3.4113105985823102
2100,183.44857745913393,8.064,228.0051293245595,9.98,3.1590226336637737,3.1590226336637737
2110,272.03010084943986,7.040000000000001,377.53029634776004,9.98,4.491031062016829,4.491031062016829
2120,263.86237719279114,6.138,434.011631931807,9.98,4.706798912211993,4.706798912211993
2130,341.60057670656346,8.012000000000002,417.35482996566634,9.98,3.9360101625885062,3.9360101625885062
2140,346.50302919167126,8.998000000000001,380.0806059960526,9.98,2.9460000000000006,2.9460000000000006
2150,288.9201985417782,8.048000000000002,357.6903150024251,9.98,3.864372652837715,3.864372652837715
2160,351.9754617121609,8.998000000000001,403.19139149313594,9.98,2.9460000000000006,2.9460000000000006
2170,396.33219745727865,9.038,442.5464010324677,9.98,2.826,2.826
2180,387.80687894488955,8.996,435.45291155638273,9.98,2.952,2.952
2190,340.84103992774646,8.120000000000001,435.5647652279066,9.98,3.7203870766359786,3.7203870766359786
2200,138.72355685295906,5.538000000000001,139.9346942204009,5.99,4.477887448339898,4.477887448339898
2210,333.5287615173481,8.032,408.33799721108915,9.98,3.896092401368325,3.896092401368325
2220,359.6614651176671,9.010000000000002,397.5990468840406,9.98,2.91,2.91
2230,465.90615566115605,9.98,467.08398523159167,9.98,0.0,0.0
2240,154.73572412369694,4.208,-9.839502149692725,0.56,4.714710595572118,4.714710595572118
2250,355.4939022060922,8.994000000000002,391.3504328500765,9.98,2.9580000000000006,2.9580000000000006
2260,304.1673447274055,7.05,434.2752585157195,9.98,4.47572340521619,4.47572340521619
2270,184.24821102146586,5.0840000000000005,176.7220085853461,5.11,4.8960866005412935,4.8960866005412935
2280,252.19600804530387,7.072,350.42439023790985,9.98,4.442262486616476,4.442262486616476
