Episode,Score_Mean,Time_Mean,Score_Median,Time_Median,Score_std,Time_std
10,-9.730800743876369,0.21800000000000003,-9.964619598777414,0.23,0.08219489035213809,0.08219489035213809
20,-9.417339528087812,0.22799999999999998,-10.0,0.19,0.09130169768410662,0.09130169768410662
30,-9.968439354574471,0.11000000000000001,-10.0,0.11,0.03924283374069717,0.03924283374069717
40,-9.962808044740928,0.094,-10.0,0.09,0.025377155080899043,0.025377155080899043
50,-9.466930694267543,0.282,-9.667283242541215,0.28,0.05963220606350229,0.05963220606350229
60,-7.299696477063631,0.354,-8.39815988140464,0.32999999999999996,0.14671059948074647,0.14671059948074647
70,-9.941858144848755,0.24,-10.0,0.22,0.044721359549995794,0.044721359549995794
80,-9.228889539592933,0.43200000000000005,-9.520833817017163,0.44999999999999996,0.12237646832622684,0.12237646832622684
90,1.523074435637542,0.9360000000000002,-8.008537610961133,0.5800000000000001,0.8933890529886742,0.8933890529886742
100,-3.8448379400966557,0.7780000000000001,-7.034615478041987,0.8200000000000001,0.37983680706324396,0.37983680706324396
110,-2.1539547075532877,0.602,-8.90933081905149,0.38,0.49180890597873483,0.49180890597873483
120,-9.198184390095621,0.41200000000000003,-9.403970170329309,0.33999999999999997,0.2580232547659222,0.2580232547659222
130,-6.892968168480744,0.5820000000000001,-9.493951641311995,0.5900000000000001,0.3463466471614819,0.3463466471614819
140,-4.285610361230532,0.726,-7.318409750245511,0.6799999999999999,0.423230433688316,0.423230433688316
150,15.064423406184478,1.284,-2.5112194317476044,1.04,1.0324262685538372,1.0324262685538372
160,-3.920386410102151,0.7220000000000001,-9.351240068170668,0.55,0.561173769878814,0.561173769878814
170,20.60359004431094,2.3939999999999997,14.90973066439486,1.8900000000000001,1.5291840961767813,1.5291840961767813
180,3.0905098317714077,1.234,-6.898995258961006,1.1400000000000001,0.9419150704814102,0.9419150704814102
190,8.017934260062086,1.936,3.4630760725344265,1.76,0.6508333119931707,0.6508333119931707
200,20.560722630751425,2.2820000000000005,-0.5811904219813124,2.1799999999999997,1.6328980372331885,1.6328980372331885
210,10.803474666445492,1.6039999999999999,-7.700929943785938,0.96,1.447419773251699,1.447419773251699
220,1.8310109399682097,1.3439999999999999,-6.6498512823412295,1.38,0.7177631921462678,0.7177631921462678
230,5.178049635174704,1.25,-9.993706330485065,0.45,1.5385772648781733,1.5385772648781733
240,49.049031783232905,3.1020000000000003,45.18203604700454,3.18,1.8569534189095862,1.8569534189095862
250,-6.399891488684308,0.634,-9.290605148951371,0.72,0.2844011251735829,0.2844011251735829
260,-3.2611217746658916,1.042,-6.579293459031716,1.13,0.593056489720836,0.593056489720836
270,8.003041710398398,1.3220000000000003,-5.134394386714749,0.96,1.2802327913313267,1.2802327913313267
280,-3.127494289662578,0.95,-8.385981699142203,0.77,0.580430874437258,0.580430874437258
290,-6.138356159618477,0.8379999999999999,-8.217967722346085,0.77,0.5306185070274123,0.5306185070274123
300,9.211127419138915,1.94,8.189776380009496,2.17,0.7552483035399683,0.7552483035399683
310,-6.745593539412726,0.9679999999999997,-7.119873233927505,1.07,0.5119531228540363,0.5119531228540363
320,138.97879610001206,4.62,10.398529735941967,1.4700000000000002,4.393085476063493,4.393085476063493
330,218.66380411498295,7.062,302.35072018915616,9.98,4.457680562803934,4.457680562803934
340,-8.482584259349384,0.716,-9.84572527730954,0.8200000000000001,0.34523035787717166,0.34523035787717166
350,27.290271418059138,3.6100000000000003,-0.5691942749394681,1.37,4.204314450656611,4.204314450656611
360,190.1165677986376,7.344000000000001,254.84759457339123,9.98,4.070880003144284,4.070880003144284
370,100.13477807733148,6.758000000000001,122.84909975689298,9.98,4.3202819352445045,4.3202819352445045
380,197.17871343555746,6.094000000000001,322.0794445996263,9.98,4.7598491572737895,4.7598491572737895
390,35.40032447904465,3.052,-1.8700285620926786,0.9099999999999999,3.8087814324269127,3.8087814324269127
400,251.6092585364666,9.024000000000001,279.8450129868734,9.98,2.868,2.868
410,199.25317624820923,6.220000000000001,329.5957545742052,9.98,4.608887067394905,4.608887067394905
420,375.89678550489396,8.996,416.22645019013,9.98,2.952,2.952
430,287.4357569447066,8.022000000000002,356.2910067227059,9.98,3.916002553625317,3.916002553625317
440,50.19161611054128,4.156000000000001,-9.968484339300886,0.42000000000000004,4.7560386878157335,4.7560386878157335
450,-8.794576232397088,0.788,-9.492527546341055,0.85,0.48466070606146733,0.48466070606146733
460,-3.884544167741152,1.33,-7.044938349945483,1.34,0.40921876789805234,0.40921876789805234
470,167.9753606780783,5.0600000000000005,155.45279368058436,5.08,4.920024390183447,4.920024390183447
480,-9.041424288253502,0.718,-10.0,0.55,0.5089164960973461,0.5089164960973461
490,191.41930400937662,7.356,265.0860752256388,9.98,3.796016859815035,3.796016859815035
500,86.68564316970615,3.3600000000000003,-1.424609407578889,1.1,3.901435633199656,3.901435633199656
510,3.8731487943470904,1.3940000000000001,-8.391783720081134,0.76,1.4755080480973326,1.4755080480973326
520,-8.78166517024541,0.624,-9.955502644561482,0.4,0.5385016248814853,0.5385016248814853
530,-7.706904657679933,0.544,-9.48861397986457,0.5900000000000001,0.3449985507215936,0.3449985507215936
540,34.8656461276309,3.3840000000000003,-9.868813139481812,0.37,4.3567308845050325,4.3567308845050325
550,231.91652924764327,6.858,360.40285733165337,9.98,4.0191387137047165,4.0191387137047165
560,153.5186770130748,9.004000000000001,162.3947966421092,9.98,2.9279999999999995,2.9279999999999995
570,-2.233307631211795,1.196,-9.129073473987066,0.9,0.7537532752830995,0.7537532752830995
580,-2.9297961052111545,0.772,-4.108927157367104,0.6900000000000001,0.3285361471740971,0.3285361471740971
590,-5.059861252500338,0.61,-10.0,0.33,0.582425960959846,0.582425960959846
600,60.295932173746756,4.504,2.931980030681226,2.1100000000000003,4.524279390134963,4.524279390134963
610,34.30944608572543,3.7399999999999998,28.604778289791135,3.38,1.6151284778617458,1.6151284778617458
620,6.825088446123095,2.4240000000000004,4.305218880463684,2.43,1.1383426549154696,1.1383426549154696
630,2.0851316193569476,1.188,-1.1134098230796088,1.2200000000000002,0.7310376187310746,0.7310376187310746
640,-7.752357688032537,0.6940000000000001,-7.115782390187003,0.69,0.343167597537996,0.343167597537996
650,34.63847945422076,3.2660000000000005,0.07762949479806336,3.42,2.889955709003168,2.889955709003168
660,164.94773512848016,9.002,165.7815330701057,9.98,2.9340000000000006,2.9340000000000006
670,84.56662664384379,7.038000000000001,106.07080481075593,9.98,4.494017801477871,4.494017801477871
680,18.459143218911805,7.932,25.75376736688166,9.98,3.3301075057721485,3.3301075057721485
690,-3.88543229777758,1.2279999999999998,-7.126122898862067,1.15,0.3406112153174055,0.3406112153174055
700,-3.8435448715781177,0.9640000000000001,-6.805400234451003,1.01,0.6318734050424974,0.6318734050424974
710,224.2412524286836,7.058,311.25522709355187,9.98,4.463572112109314,4.463572112109314
720,7.7920137370288725,3.4579999999999997,-8.64541146029783,0.9700000000000001,3.994290425094299,3.994290425094299
730,0.7958200787261605,0.86,-10.0,0.33,0.8302770621906884,0.8302770621906884
740,32.15726421296676,1.7280000000000002,-7.0546614576942765,0.81,2.7720057719997633,2.7720057719997633
750,20.769165460502315,2.466,34.41533001880663,3.67,1.7704474010825626,1.7704474010825626
760,241.012272537718,8.056000000000001,288.40541254353343,9.98,3.8494965904647844,3.8494965904647844
770,40.551357821102826,4.5,44.31588258426148,5.66,2.6790296750876053,2.6790296750876053
780,151.20475298855962,8.040000000000001,189.78894342354647,9.98,3.8800412368942676,3.8800412368942676
790,6.717380096127866,1.8039999999999998,5.90442612285597,2.3200000000000003,1.254330100093273,1.254330100093273
800,110.50320007825601,4.104,-9.380680012320436,0.22999999999999998,4.7978395137811765,4.7978395137811765
810,164.6363135962206,9.000000000000002,174.3169613462237,9.98,2.9400000000000004,2.9400000000000004
820,83.73808771598422,6.07,116.294985203209,9.98,4.788897576687145,4.788897576687145
830,237.4856895480206,9.006,273.8829182899425,9.98,2.922,2.922
840,-6.890821573602368,0.79,-8.676096914921585,0.88,0.18027756377319948,0.18027756377319948
850,8.735483403529372,1.7600000000000002,-9.293090963476315,1.73,1.307853202771626,1.307853202771626
860,18.350006381119282,5.58,25.433446643741274,6.32,2.01202385671741,2.01202385671741
870,168.19192241582041,8.308,213.51260187714894,9.98,3.4021075820732065,3.4021075820732065
880,192.45737759042683,7.996,241.62950224337823,9.98,3.8988900984767447,3.8988900984767447
890,291.115893309947,8.022000000000002,369.1177129940662,9.98,3.9160229825679016,3.9160229825679016
900,348.12319596115634,8.038,435.28067242618056,9.98,3.8840025746644407,3.8840025746644407
910,-8.364771746525873,1.314,-8.258832540096856,1.26,0.9169536520457291,0.9169536520457291
920,188.25467642614203,5.722000000000001,166.2750641534979,6.4399999999999995,4.102130665885718,4.102130665885718
930,-8.326770086708498,0.422,-10.0,0.14,0.4760210079397757,0.4760210079397757
940,-7.390444612733137,1.534,-9.532037894971179,1.73,1.01870702363339,1.01870702363339
950,-5.032144294231922,1.2900000000000003,-5.896117755937666,1.21,0.3540903839417275,0.3540903839417275
960,9.494328521650393,2.1,5.577145940509981,2.49,1.4603287301152437,1.4603287301152437
970,356.32965301901504,9.004000000000001,370.26265559551507,9.98,2.9279999999999995,2.9279999999999995
980,109.00883709585969,4.116,-10.0,0.29000000000000004,4.78817543538246,4.78817543538246
990,178.0075238453301,5.618,152.45011483354793,6.0,3.6715059580504565,3.6715059580504565
1000,192.84925543792855,7.340000000000001,204.92364771900668,9.98,3.7879176337402054,3.7879176337402054
1010,75.13377084459412,3.539999999999999,-4.728940422393919,2.12,3.8785254930192226,3.8785254930192226
1020,221.56095456461844,8.038,273.48370190742884,9.98,3.884064366098997,3.884064366098997
1030,155.8913807869722,7.042000000000002,210.35065720103066,9.98,4.487907753062668,4.487907753062668
1040,44.491102548863466,2.524,-3.55767544266193,0.9099999999999999,2.599212188337074,2.599212188337074
1050,212.37723595879,7.044000000000001,300.69764757766063,9.98,4.48483489105229,4.48483489105229
1060,288.57965226442855,8.998000000000001,321.7639504007291,9.98,2.9460000000000006,2.9460000000000006
1070,343.61662460571193,8.026,425.5940386067093,9.98,3.9080230296148466,3.9080230296148466
1080,-7.572311662897858,3.0580000000000003,-8.369896598228372,3.88,1.5670469042118682,1.5670469042118682
1090,231.36123114779895,8.996,260.94508462651424,9.98,2.952,2.952
1100,3.191633419539135,1.334,-10.0,0.45,1.9084244810838076,1.9084244810838076
1110,137.49091637928564,5.898000000000001,47.53073620911823,5.45,3.7550121171575466,3.7550121171575466
1120,224.42485005639963,7.960000000000001,273.6613545682843,9.98,3.891745109844683,3.891745109844683
1130,-2.307682355820817,0.9879999999999999,-7.822207310450276,0.81,0.49857396642825225,0.49857396642825225
1140,32.711880482179396,4.965999999999999,33.328711184792766,5.140000000000001,1.7687973315221843,1.7687973315221843
1150,-8.538752192115282,1.02,-8.970758596465977,0.91,0.39819593167183415,0.39819593167183415
1160,1.4515508540971214,1.006,-9.207739161813002,0.77,1.0435343789257736,1.0435343789257736
1170,149.9459538660583,7.390000000000001,170.27252970074468,9.98,4.0406261890949535,4.0406261890949535
1180,179.42618640106977,8.998000000000001,191.68799922761787,9.98,2.9460000000000006,2.9460000000000006
1190,101.88898321856331,7.718000000000001,114.79685947464603,9.98,2.998859116397434,2.998859116397434
1200,172.50143391788447,5.266000000000001,163.53320112369383,5.44,4.718907076855826,4.718907076855826
1210,-8.837486771261815,0.6439999999999999,-9.909535435457503,0.6499999999999999,0.28688673723265773,0.28688673723265773
1220,166.39804109880376,6.702000000000001,221.78895158181837,9.27,3.9111067487349414,3.9111067487349414
1230,0.44151974917657827,3.496,-0.6835601271185023,4.3100000000000005,1.8933948346818739,1.8933948346818739
1240,132.19800267806107,8.7,159.51699040439405,9.98,2.1557921977778847,2.1557921977778847
1250,302.35980003546166,9.010000000000002,337.87951037797416,9.98,2.9100000000000006,2.9100000000000006
1260,225.17567223931582,7.366000000000001,325.1687474318371,9.98,4.018209053794986,4.018209053794986
1270,88.60975465234337,7.996,100.36362356123323,8.93,2.812369819209416,2.812369819209416
1280,195.14068312809553,8.166,235.26942560919352,9.98,3.628135058125593,3.628135058125593
1290,36.70034431464866,3.902,9.899592231312575,2.96,3.4141640265224518,3.4141640265224518
