States,Force,Reward,Terminated,Time
[[ 0.          0.04165071 -0.0347863   0.          0.          0.        ]],40,0.13670588757369972,False,0.0
[[ 0.00798183  0.03392318 -0.03512449  0.79826279 -0.77361021 -0.03284345]],5,0.05887547355188838,False,0.02
[[ 0.02493647  0.01763652 -0.03601857  0.89730445 -0.85620827 -0.0555392 ]],5,0.0,False,0.04
"[[ 4.38782792e-02 -3.72950834e-04 -3.73040462e-02  9.96986177e-01
  -9.45975280e-01 -7.19338023e-02]]",5,0.0,False,0.06
[[ 0.0648204  -0.02025368 -0.03885191  1.09733992 -1.0434198  -0.08172918]],-5,0.0,False,0.08
[[ 0.08577685 -0.04016321 -0.04053043  0.99842982 -0.94885321 -0.08505175]],-5,0.0,False,0.1
[[ 0.10476246 -0.0582589  -0.04221213  0.90025001 -0.86195039 -0.08209728]],-40,0.5619177503002245,False,0.12
[[ 0.11479728 -0.06771392 -0.04375892  0.10335418 -0.08445469 -0.07179675]],5,0.5121094671457943,False,0.14
[[ 0.11789012 -0.07060625 -0.04510355  0.20594583 -0.20492844 -0.06257801]],-5,0.5219635380346771,False,0.16
[[ 0.12103802 -0.07393026 -0.04624879  0.1088677  -0.12768634 -0.05179277]],-5,0.526320305220486,False,0.18
[[ 0.12224558 -0.07572005 -0.04717095  0.0119013  -0.0513973  -0.04036053]],-5,0.5254897745026319,False,0.2
[[ 0.12151437 -0.07598819 -0.04786252 -0.08501986  0.02458598 -0.02882481]],-5,0.5194438234277324,False,0.22
[[ 0.11884464 -0.07473435 -0.04832686 -0.18196236  0.10090937 -0.01772785]],-5,0.5078133001267685,False,0.24
[[ 0.11423529 -0.07194522 -0.0485782  -0.27899297  0.17822216 -0.00761563]],-5,0.48986706238878897,False,0.26
[[ 0.10768389 -0.06759448 -0.04864175 -0.37617873  0.25718149  0.00095742]],5,0.5520945813790806,False,0.28
[[ 0.10118514 -0.06363579 -0.04855699 -0.27371796  0.13895146  0.00728355]],-5,0.5368010523043919,False,0.3
[[ 0.09473595 -0.06003486 -0.04835466 -0.37122616  0.22140399  0.01271845]],5,0.5880831307702159,False,0.32
[[ 0.08833364 -0.05676227 -0.04806061 -0.26902327  0.10606901  0.01650184]],5,0.6042571746075948,False,0.34
[[ 0.08397454 -0.05578671 -0.04769903 -0.16689231 -0.00845752  0.01961859]],-5,0.6025451575134019,False,0.36
[[ 0.07965911 -0.0551054  -0.04727389 -0.26465576  0.07662482  0.02287757]],-5,0.5929184437784402,False,0.38
[[ 0.07338787 -0.05271776 -0.04678685 -0.36248505  0.16230084  0.02569787]],5,0.6268372154650335,False,0.4
[[ 0.06715789 -0.05060164 -0.04625306 -0.26052551  0.04943983  0.02758246]],-5,0.6197635188053573,False,0.42
[[ 0.06096749 -0.04874065 -0.04568511 -0.35852729  0.13677855  0.02912547]],5,0.6462283545711159,False,0.44
[[ 0.05481527 -0.04712121 -0.04509296 -0.25670456  0.02525829  0.03002462]],-5,0.6415051910243533,False,0.46
[[ 0.04869994 -0.04573152 -0.04448479 -0.35483821  0.11379348  0.03073974]],5,0.6612531882775424,False,0.48
[[ 0.04262044 -0.04456213 -0.04386664 -0.25311825  0.00320721  0.03104062]],-5,0.6587224841515534,False,0.5
[[ 0.03657586 -0.04360527 -0.04324289 -0.35134702  0.09252867  0.03131193]],5,0.6722342953289474,False,0.52
[[ 0.03056545 -0.04285522 -0.04261612 -0.24969809 -0.01749177  0.03135689]],-5,0.6718030564722058,False,0.54
[[ 0.02458863 -0.04230792 -0.04198732 -0.34798782  0.07224106  0.03152867]],5,0.6793408908892494,False,0.56
[[ 0.01864498 -0.04196115 -0.04135586 -0.24637962 -0.03755988  0.03163598]],-5,0.6809900652731824,False,0.58
[[ 0.01273422 -0.04181439 -0.04071946 -0.3446975   0.05222591  0.03203585]],-5,0.6733271498320811,False,0.6
[[ 0.00485678 -0.03986989 -0.0400755  -0.44305945  0.14234595  0.03227354]],5,0.701657793949207,False,0.62
[[-0.00298941 -0.03811244 -0.03943294 -0.34157009  0.03350164  0.03191115]],-5,0.6956806135426005,False,0.64
[[-0.01080574 -0.03652923 -0.03880065 -0.44007448  0.12491417  0.03125549]],5,0.7188286945348584,False,0.66
[[-0.01859344 -0.03510924 -0.03818599 -0.33870385  0.01716538  0.03015846]],5,0.7104443843552902,False,0.68
[[-0.02435398 -0.03584242 -0.03759364 -0.23734562 -0.09055465  0.02916085]],-5,0.7174549706283099,False,0.7000000000000001
[[-0.03008641 -0.03673763 -0.03701484 -0.33589117  0.0009489   0.02881712]],-5,0.7146945653004272,False,0.72
[[-0.03778963 -0.03580518 -0.03643948 -0.43443751  0.09234565  0.02869607]],5,0.7281024258358215,False,0.74
[[-0.04546477 -0.03503893 -0.03586894 -0.33308133 -0.01568523  0.0283452 ]],-5,0.7270278913067703,False,0.76
[[-0.05311244 -0.03443446 -0.03530479 -0.43168965  0.07615808  0.02806725]],5,0.7356836732399841,False,0.78
[[-0.0607331  -0.0339888  -0.03474734 -0.33037897 -0.03157845  0.02768463]],-5,0.7362481679715596,False,0.8
[[-0.0683271  -0.03370027 -0.03419571 -0.42902331  0.06043419  0.02749582]],-5,0.7267856303646326,False,0.8200000000000001
[[-0.07789437 -0.03156861 -0.03364925 -0.52771801  0.15286943  0.02704474]],5,0.7576975237393427,False,0.84
[[-0.08743689 -0.02957758 -0.03311893 -0.4265461   0.04635745  0.02589293]],5,0.7577409136701899,False,0.86
[[-0.09495644 -0.02971236 -0.0326146  -0.32540818 -0.05986148  0.02458112]],-5,0.7610822802980016,False,0.88
[[-0.10245268 -0.02997575 -0.03213292 -0.42421407  0.03348717  0.02363659]],5,0.7571505227011377,False,0.9
[[-0.1099254  -0.03037187 -0.03166809 -0.32305612 -0.07314224  0.0229018 ]],-5,0.7618219356534462,False,0.92
[[-0.1173743  -0.03090602 -0.03121329 -0.42183003  0.01967284  0.02264429]],-5,0.7563186990146992,False,0.9400000000000001
[[-0.12679871 -0.02958441 -0.03076216 -0.52062025  0.11257071  0.02241057]],5,0.7752038343691112,False,0.96
[[-0.13619992 -0.02839758 -0.03032014 -0.41950757  0.00618091  0.02174379]],-5,0.7709708352819222,False,0.98
[[-0.14557886 -0.02733697 -0.02989312 -0.5183934   0.09994429  0.02091604]],5,0.7861266896287133,False,1.0
[[-0.15493635 -0.02639514 -0.02948604 -0.41736134 -0.00570811  0.01975675]],-5,0.7829676993747033,False,1.02
[[-0.16427313 -0.02556551 -0.02910315 -0.51632293  0.08871879  0.01850324]],5,0.7947427964698183,False,1.04
[[-0.17358986 -0.02484247 -0.02874792 -0.41535411 -0.01637482  0.01699573]],-5,0.7925053757872971,False,1.06
[[-0.18288709 -0.02422112 -0.02842327 -0.5143738   0.07854394  0.01544984]],5,0.8011565063370063,False,1.08
[[-0.19216532 -0.02369741 -0.02813152 -0.41345243 -0.02614537  0.01371049]],-5,0.7997297838172703,False,1.1
[[-0.20142496 -0.02326794 -0.0278745  -0.51251416  0.06911567  0.01198045]],5,0.8054363014962418,False,1.12
[[-0.21066634 -0.02293002 -0.02765355 -0.41162564 -0.03530663  0.01010601]],5,0.7811071728486204,False,1.1400000000000001
[[-0.21788981 -0.02468247 -0.02746789 -0.31071079 -0.14006921  0.00858562]],-5,0.7921638031452869,False,1.16
[[-0.22509393 -0.02654035 -0.02730393 -0.4096879  -0.04585939  0.00794406]],-5,0.7926513180061001,False,1.18
[[-0.23427707 -0.02651974 -0.02714728 -0.50862722  0.0479166   0.00772981]],5,0.7917645555392373,False,1.2
[[-0.24343942 -0.02662162 -0.02699547 -0.40760618 -0.05811621  0.00746792]],-5,0.7935876953334782,False,1.22
[[-0.25258087 -0.02684746 -0.02684648 -0.5065373   0.0355099   0.00745582]],5,0.7890630280225186,False,1.24
[[-0.26170125 -0.0271998  -0.0266974  -0.40549904 -0.07077302  0.00748465]],-5,0.7923023831231358,False,1.26
[[-0.27080029 -0.02768228 -0.02654425 -0.5044018   0.0224845   0.00787235]],-5,0.7852662731983666,False,1.28
[[-0.28187745 -0.02629931 -0.02638328 -0.60332311  0.11590828  0.00814354]],5,0.80402700498144,False,1.3
[[-0.29293397 -0.02503997 -0.02622283 -0.50233682  0.01011013  0.00783038]],5,0.7923075777047623,False,1.32
[[-0.30197097 -0.02589454 -0.02607018 -0.40135802 -0.09563248  0.00749945]],-5,0.7982962856934452,False,1.34
[[-0.31098765 -0.02687046 -0.02591878 -0.50030354 -0.00203607  0.00771551]],-5,0.7939393359269218,False,1.36
[[-0.3219831  -0.0259763  -0.02576105 -0.59924738  0.09151176  0.00800916]],5,0.8056627937119629,False,1.3800000000000001
[[-0.33295816 -0.02520541 -0.0256015  -0.49826384 -0.01437332  0.00790593]],-5,0.8026012904084676,False,1.4000000000000001
[[-0.34391345 -0.0245517  -0.02544499 -0.59726963  0.07978681  0.00771233]],5,0.8109589728341727,False,1.42
[[-0.35484948 -0.02401019 -0.02529539 -0.496336   -0.02560171  0.0072227 ]],-5,0.8090530002584174,False,1.44
[[-0.36576666 -0.02357674 -0.0251558  -0.59538528  0.06897324  0.00671706]],5,0.8142574138386525,False,1.46
[[-0.37666534 -0.0232482  -0.02502851 -0.49448478 -0.03609961  0.00599871]],-5,0.8134173776202743,False,1.48
[[-0.38754578 -0.0230222  -0.02491512 -0.59356042  0.05871234  0.00533293]],5,0.8155909066600885,False,1.5
[[-0.39840815 -0.02289724 -0.0248165  -0.49267722 -0.04621161  0.00452677]],-5,0.8157767493140653,False,1.52
[[-0.40925254 -0.02287265 -0.02473287 -0.59176288  0.04867047  0.00384005]],5,0.814959234682208,False,1.54
[[-0.42007899 -0.02294852 -0.02466377 -0.49088156 -0.05626499  0.0030797 ]],-5,0.81617987547008,False,1.56
[[-0.43088743 -0.02312579 -0.02460804 -0.58996113  0.03852318  0.00250827]],5,0.8123304951135907,False,1.58
[[-0.44167772 -0.02340619 -0.02456388 -0.48906623 -0.06658529  0.00192916]],-5,0.8146438966135778,False,1.6
[[-0.45244964 -0.02379236 -0.02452871 -0.58812329  0.02793978  0.00161597]],5,0.8076375911955868,False,1.62
[[-0.4632029  -0.02428772 -0.02449924 -0.48719885 -0.0775119   0.00136445]],-5,0.8111513600201415,False,1.6400000000000001
[[-0.47393709 -0.02489671 -0.02447133 -0.58621613  0.01656749  0.0014691 ]],5,0.8007692728219307,False,1.6600000000000001
[[-0.48465175 -0.02562465 -0.02444    -0.48524518 -0.08941423  0.00171219]],-5,0.8056411800199773,False,1.68
[[-0.4953463  -0.02647801 -0.02439925 -0.58420397  0.00401447  0.00242196]],-5,0.800240954766826,False,1.7
[[-0.50801993 -0.0254639  -0.02434321 -0.68316606  0.09746881  0.00311897]],5,0.8133151522361591,False,1.72
[[-0.52067358 -0.0245742  -0.02427824 -0.58220439 -0.00843819  0.00332472]],-5,0.8092386537670607,False,1.74
[[-0.53330795 -0.02380142 -0.02421088 -0.68123796  0.08577016  0.00336449]],5,0.8189918555611528,False,1.76
[[-0.54592364 -0.02313921 -0.02414663 -0.58033534 -0.01950398  0.0030222 ]],-5,0.8160545082059745,False,1.78
[[-0.55852118 -0.02258205 -0.02409022 -0.67942205  0.07525872  0.00258606]],5,0.822762681353206,False,1.8
[[-0.57110099 -0.02212539 -0.02404555 -0.57856208 -0.02956164  0.0018541 ]],5,0.7993612513815155,False,1.82
[[-0.58166351 -0.02376624 -0.02401442 -0.47768004 -0.13464093  0.00136645]],-5,0.8092538784004566,False,1.84
[[-0.59220739 -0.02551815 -0.0239851  -0.57669598 -0.04067896  0.00168346]],-5,0.8087266435916948,False,1.86
[[-0.60473113 -0.02539583 -0.02394484 -0.67567847  0.0529192   0.00233777]],5,0.8088777311402948,False,1.8800000000000001
[[-0.61723493 -0.02539886 -0.02389308 -0.57470218 -0.0532245   0.00284133]],-5,0.8098298913569149,False,1.9000000000000001
[[-0.62971881 -0.02552749 -0.0238294  -0.67368442  0.04035037  0.00353927]],5,0.8064248500803353,False,1.92
[[-0.64218265 -0.02578305 -0.0237523  -0.57269831 -0.0659276   0.00419199]],-5,0.8088970320031347,False,1.94
[[-0.65462626 -0.02616809 -0.02365915 -0.67166     0.0273924   0.00515515]],-5,0.8011028662448767,False,1.96
[[-0.6690492  -0.02468589 -0.02354728 -0.77064425  0.12093262  0.0059408 ]],5,0.8211539969147523,False,1.98
[[-0.68345278 -0.02332451 -0.02342634 -0.66972155  0.01529752  0.00607322]],-5,0.8145354434226018,False,2.0
[[-0.69783806 -0.02207259 -0.02330615 -0.76881505  0.10998215  0.00587115]],5,0.8314365569609989,False,2.02
[[-0.71220602 -0.02091986 -0.02319553 -0.66798817  0.00536899  0.00512347]],5,0.8184063259614555,False,2.04
[[-0.72455761 -0.02185766 -0.02310122 -0.56716531 -0.09921829  0.00437374]],-5,0.8245988994309748,False,2.06
[[-0.73689205 -0.02289359 -0.02301657 -0.66627163 -0.00445373  0.00416555]],-5,0.820063797388478,False,2.08
[[-0.75120845 -0.02203618 -0.02293415 -0.76537431  0.09025529  0.00402576]],5,0.8311839713402356,False,2.1
[[-0.76550756 -0.02127909 -0.02285867 -0.66454109 -0.01449539  0.0034779 ]],5,0.8122810038450885,False,2.12
[[-0.77779002 -0.0226169  -0.0227941  -0.56369702 -0.11938306  0.00306977]],-5,0.8206287477000712,False,2.14
[[-0.79005474 -0.02406063 -0.02273079 -0.66276499 -0.02509732  0.00336062]],-5,0.8184516171532809,False,2.16
[[-0.80430048 -0.02362235 -0.02265816 -0.76181238  0.06895494  0.00387784]],5,0.8234046511582632,False,2.18
[[-0.81852769 -0.02329918 -0.02257787 -0.66091006 -0.03661724  0.00413611]],-5,0.8225479481258329,False,2.2
[[-0.83273661 -0.02308862 -0.02249183 -0.75998338  0.05768616  0.00445982]],5,0.824321746600228,False,2.22
[[-0.84692741 -0.02298919 -0.02240101 -0.65909717 -0.0477398   0.0046213 ]],-5,0.8247469335601646,False,2.24
[[-0.86110017 -0.02300041 -0.02230549 -0.75817846  0.04661454  0.00493807]],5,0.8233719061989309,False,2.2600000000000002
[[-0.87525487 -0.02312272 -0.02220443 -0.65729139 -0.05885812  0.00518247]],-5,0.8250980104744,False,2.2800000000000002
[[-0.88939143 -0.02335761 -0.02209606 -0.75636286  0.03534886  0.00567701]],-5,0.8162381577000326,False,2.3000000000000003
[[-0.90550958 -0.02170685 -0.02197892 -0.8554633   0.12984319  0.00593554]],5,0.838825277866228,False,2.32
[[-0.9216107  -0.02015735 -0.02186379 -0.75465828  0.02521306  0.00548442]],5,0.8315237334683846,False,2.34
[[-0.93569604 -0.02069704 -0.02176057 -0.65387216 -0.0792234   0.00487965]],-5,0.8354949745488297,False,2.36
[[-0.94976513 -0.02133009 -0.0216656  -0.75303288  0.01586864  0.0046653 ]],5,0.8253561940386939,False,2.38
[[-0.96381749 -0.02206232 -0.02157321 -0.65219819 -0.08914581  0.00462722]],-5,0.8304377139820683,False,2.4
[[-0.97785253 -0.02290044 -0.02147686 -0.75130022  0.00526875  0.00506872]],-5,0.8249323512067378,False,2.42
[[-0.99386952 -0.02185139 -0.02137047 -0.85040656  0.09970935  0.00550857]],5,0.8388751406794968,False,2.44
[[-1.00986937 -0.02090722 -0.02126019 -0.74958409 -0.00522895  0.00546556]],-5,0.8344524118280114,False,2.46
[[-1.02585282 -0.02006016 -0.02115262 -0.84876607  0.08999384  0.00524218]],5,0.8456232653057686,False,2.48
[[-1.04182052 -0.01930334 -0.02105354 -0.74800862 -0.01426218  0.00462321]],-5,0.8420731576195257,False,2.5
