States,Force,Reward,Terminated,Time
[[ 0.         -0.04541707 -0.08678625  0.          0.          0.        ]],40,0.0,False,0.0
[[ 0.00801458 -0.05345206 -0.0869114   0.80146745 -0.80404074 -0.0118694 ]],40,0.0,False,0.02
[[ 0.03205868 -0.07761708 -0.0872166   1.60290642 -1.61367023 -0.017319  ]],-40,0.0,False,0.04
[[ 0.05615652 -0.10213141 -0.08756241  0.80724006 -0.84019587 -0.01530399]],-40,0.2336073085661841,False,0.06
[[ 0.06435912 -0.11129787 -0.08776593  0.01317853 -0.07751278 -0.00409177]],40,0.0,False,0.08
[[ 0.0726455  -0.12106674 -0.08779663  0.81539778 -0.89952421  0.00111101]],-40,0.14007107199390761,False,0.1
[[ 0.08102493 -0.13154598 -0.08755744  0.0227431  -0.14977587  0.02413901]],-10,0.1582464200276104,False,0.12
[[ 0.07953768 -0.13297357 -0.08687759 -0.1714553   0.00687085  0.04400923]],-5,0.15884985188805872,False,0.14
[[ 0.07516327 -0.13225444 -0.08580634 -0.26599093  0.06506102  0.06313778]],-10,0.1274161990698935,False,0.16
[[ 0.06790096 -0.12938599 -0.08434111 -0.46026746  0.221977    0.08326237]],-10,0.05830201126295301,False,0.18
[[ 0.05675094 -0.12336259 -0.08248515 -0.65478954  0.3808086   0.10199194]],-5,0.04244682081702794,False,0.2
[[ 0.04270394 -0.11511717 -0.08028757 -0.74997165  0.44428996  0.1173391 ]],1,0.12414621067254672,False,0.22
[[ 0.02794667 -0.10675335 -0.07781748 -0.72580192  0.39258505  0.12931404]],1,0.19587182131579617,False,0.24
[[ 0.01367006 -0.0993955  -0.07512783 -0.70190188  0.34362076  0.13936622]],1,0.25873530063956107,False,0.26
"[[-1.31004454e-04 -9.29930699e-02 -7.22528745e-02 -6.78242362e-01
   2.96974555e-01  1.47911459e-01]]",-5,0.24367291919928055,False,0.28
[[-0.01465923 -0.08631182 -0.06921541 -0.77462896  0.37155258  0.15558111]],1,0.31027713502847964,False,0.3
