Episode,Loss
1,nan
2,nan
3,6.910541193825858
4,6.090108019113541
5,5.2939498765128
6,6.894036746025085
7,5.7279909304950545
8,5.691176903247833
9,8.343321058485243
10,7.28914449765132
11,9.009645024935404
12,7.915615153312683
13,5.249913001060486
14,5.37999728653166
15,6.83617244336916
16,7.485363040651594
17,6.434779071807862
18,9.206557035446167
19,8.154489343816584
20,9.66839394569397
21,9.333990955352784
22,10.657690614461899
23,9.923246065775553
24,13.008804908165565
25,12.803948879241943
26,14.292401288685046
27,14.939637756347656
28,15.866665331522624
29,19.75945213862828
30,15.812151301990856
31,23.07584834098816
32,21.046257320203278
33,21.05228593614366
34,18.94238907950265
35,28.42765522003174
36,35.722621536254884
37,45.565070215861006
38,38.35854667166005
39,36.663737957294174
40,47.86467415945871
41,64.6396638696844
42,48.56097446169172
43,87.61417055130005
44,68.30171073566784
45,69.88847766203038
46,71.04465073552625
47,79.71167006859413
48,71.42221369062152
49,73.8311333656311
50,64.74709091186523
51,66.57888013666326
52,81.61321081433978
53,69.67700386047363
54,106.45425081253052
55,92.43647215101454
56,96.25865691048759
57,102.95416617393494
58,84.8582918267501
59,89.49325015328147
60,97.98838509453668
61,109.95472805316632
62,131.01550011012864
63,88.56855058670044
64,106.04505811418805
65,117.30995517306857
66,83.91086228688557
67,97.13924734933036
68,112.58613788380342
69,98.2371726989746
70,101.32841491699219
71,100.49554634094238
72,104.47510810520338
73,114.76330963134765
74,95.4278244972229
75,84.91273880004883
76,98.5108620779855
77,84.91154901604904
78,83.11358485502355
79,74.40099415026214
80,84.58660749955611
81,74.99090172262753
82,83.32874124700373
83,76.2732526143392
84,79.36504139619716
85,82.89408747355144
86,75.1201779683431
87,67.83331819014116
88,85.06273375617133
89,89.48804378509521
90,75.2625496273949
91,83.29755421688682
92,79.40620983348174
93,85.29527266820271
94,70.20259224284779
95,56.78504467010498
96,68.38623237609863
97,63.742657143729076
98,75.84713745117188
99,67.9640307706945
100,105.06063696054312
101,103.96437468895546
102,113.8551516532898
103,70.98530197143555
104,97.10064485337999
105,102.44523023522419
106,87.68656897544861
107,142.08859010176226
108,108.90795135498047
109,76.2912950515747
110,80.62245035171509
111,86.71347439289093
112,64.36463681856792
113,57.869311468941824
114,58.80045229593913
115,39.33801564303312
116,30.06505823135376
117,75.12449019295829
118,52.62385230594211
119,41.241091161966324
120,30.15212843153212
121,41.56700570242746
122,71.8822614034017
123,69.15004972311166
124,60.28043820307805
125,69.8124698751113
126,57.92001618279351
127,71.08776203309647
128,61.67076600116232
129,85.33155695597331
130,73.76838150024415
131,61.007063674926755
132,62.002938461303714
133,58.69074640775982
134,41.99590407477485
135,54.05591242653983
136,38.682378248734906
137,64.04039494196574
138,62.2004181543986
139,53.7899801617577
140,90.4441955272968
141,82.17572433471679
142,54.33780336380005
143,77.27999087742397
144,74.36245434624809
145,85.72398432563332
146,66.08797924606888
147,60.39172832782452
148,81.29038350175067
149,75.04732689857482
150,73.65586641099718
151,82.50420188903809
152,170.13695355465538
153,105.84542289147011
154,96.69753542813388
155,109.66185735066732
156,140.09625473022462
157,125.01580512523651
158,113.96326704025269
159,125.20004421327172
160,168.63188379461116
161,138.87161352279338
162,109.45028991699219
163,121.77786083221436
164,109.35046066776398
165,148.7154342651367
166,162.19261483585134
167,154.65984377653703
168,207.5868385656556
169,259.84903717041016
170,295.6710624694824
171,317.38654490879605
172,480.6996551513672
173,619.5461866590712
174,528.5363533713601
175,538.0150929128887
176,464.020461138557
177,433.06368521488076
178,481.9128608703613
179,405.14414562898526
180,497.1016280230354
181,334.19505924373476
182,386.12727584838865
183,319.33783663236176
184,302.35191345214844
185,720.8314023699079
186,503.07785369873045
187,459.05952399117604
188,775.4076843261719
189,435.1689664400541
190,604.1377932391589
191,610.0110432017933
192,369.135255080003
193,668.7153086169012
194,645.2629761014666
195,563.4004283481174
196,663.0557644567757
197,581.7354809508032
198,574.7134286129113
199,347.845086517334
200,380.66834564208983
201,1258.4818256084736
202,315.2849655151367
203,649.8767790435463
204,564.4569234212239
205,458.53224283854166
206,642.6836865743002
207,560.8732332796664
208,492.37994838896253
209,487.3783954821135
210,596.4945475260416
211,459.03780526825875
212,523.3846364122757
213,330.1093785835035
214,517.1467773914337
215,449.66273853390715
216,539.3050822382388
217,381.39530600270916
218,503.5854383769788
219,609.8719202367271
220,487.5216995239258
221,380.3306064060756
222,420.01329803466797
223,586.0312864069354
224,554.0012685139974
225,546.1226260211017
226,596.0019416809082
227,492.9122556798598
228,488.0692722486413
229,517.4247776911809
230,438.5466793378194
231,460.6448031338778
232,1315.416727701823
233,460.34420831652653
234,504.31959243047805
235,585.9313980102539
236,676.338914717751
237,540.0422766963138
238,554.0215978622437
239,626.0749289194742
240,820.5301725968071
241,824.1506115722656
242,972.3275901531351
243,957.2342687146418
244,801.8216227213542
245,1077.1328997695655
246,858.5388471369158
247,1311.8056959364148
248,1176.0272281925852
249,1312.8681344985962
250,1618.3863641839278
251,1893.0094017615686
252,1630.890316772461
253,2381.3302889737215
254,2189.8685247247868
255,1945.0976094213024
256,2215.189803512008
257,3021.3912658691406
258,1779.682363799124
259,1521.0690474076705
260,1685.9044189453125
261,1794.7784099578857
262,2024.3554954528809
263,2464.681055877168
264,2130.9677896566322
265,3481.113515218099
266,2411.4800923665366
267,3882.319483870167
268,4803.676829944958
269,3265.8231834998496
270,3900.995657679546
271,3242.50966796875
272,3595.308916015625
273,2945.9497391550162
274,3806.6167188371933
275,4403.139862060547
276,4372.760400390625
277,3148.678555763374
278,3808.7505408393013
279,4990.169429591445
280,4217.582561624461
281,5001.276324333028
282,4287.022112165178
283,7376.2568359375
284,4826.894287109375
285,5060.029652913411
286,4800.567068684896
287,6379.513445172991
288,5673.132483849158
289,6998.844982612423
290,5528.76787109375
291,8245.019532606337
292,8129.063530815973
293,10219.7354375
294,9215.250168491417
295,9645.053954442343
296,9137.363121811224
297,8974.51139456327
298,10423.049348144532
299,11089.682026110197
300,9565.801895419034
301,10149.236127068014
302,10816.426912006578
303,10157.705105938488
304,11386.591511051829
305,13836.866821289062
306,10226.195706176757
307,13376.442789713541
308,12852.37013687626
309,13265.75169665404
310,16030.863525390625
311,12368.277110224184
312,11871.091766357422
313,13256.351895419035
314,16876.79057229882
315,15483.95791015625
316,14648.9118579193
317,10692.603766113281
318,15297.864908854166
319,9476.458316158938
320,10594.822817595108
321,8356.6557578125
322,7337.779225830078
323,7593.929904002063
324,7342.990234375
325,11395.90544577206
326,7804.231285652282
327,6815.870090060764
328,7947.005154079861
329,8989.478934151786
330,7341.465386775875
331,8826.812193447486
332,7886.861422119141
333,9074.406575520834
334,7661.300258056641
335,6367.831897806677
336,7406.1219482421875
337,5872.986539515054
338,5201.932106933594
339,4682.652206420898
340,10565.164676789314
341,6043.29365234375
342,15563.602844238281
343,13882.13950892857
344,11413.997802734375
345,16111.076509915865
346,9868.493262939453
347,9031.372118123372
348,8016.281044921875
349,9638.890080078125
350,7365.952815755209
351,9878.34325448008
352,7159.844260475852
353,11221.913534268466
354,19510.67543658088
355,15827.866908691407
356,11675.627328725961
357,13791.593138977722
358,9148.19571044922
359,7733.50729031033
360,12074.413104717549
361,9160.054016113281
362,14411.329354921976
363,11304.71484375
364,12426.824965324955
365,17286.33293359375
366,13520.63965625
367,13028.527064273232
368,11054.113960142202
369,22966.16647907839
370,13354.256130126952
371,8748.65326254475
372,10831.373982910156
373,6559.008949326591
374,5368.842068847656
375,3507.940705322266
376,4490.48642202524
377,4328.2707752046135
378,5131.601612670898
379,3623.470423522949
380,3221.423060119629
381,2961.4531068115234
382,2088.792101770453
383,2762.191249328613
384,4189.224092225771
385,7064.065412475586
386,5710.937659667969
387,6899.0020751953125
388,7072.706848144531
389,5750.31722063337
390,4959.026027513587
391,5110.582675509982
392,17406.50613064236
393,8387.141757698946
394,19755.91443980824
395,12022.21083577474
396,10497.52699425107
397,14029.832153320312
398,9243.799148858763
399,7275.020529052735
400,3994.425592651367
401,3091.5214454345705
402,3346.6605280095882
403,2200.3783991088867
404,892.7025833129883
405,1442.9172513427734
406,1135.9973720703124
407,5762.546701965332
408,2140.4096450805664
409,20505.98073577881
410,11294.455541992187
411,7834.557266235352
412,13974.040559314546
413,14044.065206776495
414,9070.21968725586
415,7487.950523925781
416,15845.348449707031
417,5256.936610630581
418,2061.7510375976562
419,6922.474487243652
420,4210.750854125977
421,2117.4911210493606
422,6401.018385145399
423,4649.1003011067705
424,2242.1980895996094
425,5032.407391837473
426,7803.1205647786455
427,2482.41837310791
428,3977.9045882568357
429,2692.5846065673827
430,2956.3736435546875
431,2797.7930423583985
432,830.745394317627
433,927.5346049804688
434,911.2685950075019
435,5143.408496856689
436,763.136982310902
437,25580.478302001953
438,5522.552447979267
439,6608.045254516602
440,18619.45665394176
441,6950.872994559152
442,35096.29871544471
443,30179.390559755524
444,23413.846901633522
445,29025.173014322918
446,17942.830889383953
447,19515.276114935892
448,16094.802954673767
449,23543.84136827257
450,15405.385706505409
451,19851.88105030549
452,25310.64037146935
453,24604.396777832033
454,18214.473340576173
455,26006.515787760418
456,37277.652514648435
457,18230.707396081612
458,13969.463599650066
459,10635.91087685862
460,11656.009059270224
461,12127.850460757116
462,6344.835907488238
463,9165.06615576806
464,7086.0620500488285
465,4331.891416137695
466,4376.815204122792
467,4475.305232055664
468,13228.67855834961
469,2565.910458679199
470,988.6258376159668
471,856.2754392700195
472,437.6925277709961
473,2728.534399383545
474,1635.5173916625977
475,1375.0446886444092
476,1084.235510406494
477,665.6177552947998
478,589.6694614562988
479,8865.239037363153
480,2283.8398007354735
481,2354.0869882958277
482,1895.8335477068124
483,3605.6119321625806
484,7785.659689399285
485,10859.726262207032
486,43811.90002441406
487,3186.1624494280136
488,8804.215577717068
489,13127.791211998981
490,7683.1025390625
491,18818.71725104837
492,14208.459347345133
493,15190.391630783965
494,8707.6152380741
495,17686.73950958252
496,24436.94950507669
497,18842.688362121582
498,25595.411358868634
499,19231.396717111133
500,22971.029296875
501,15340.684463418496
502,8629.521112738716
503,66855.1354437934
504,16430.744977678572
505,52586.00498453776
506,7997.281116832386
507,13347.698344494047
508,12262.46908569336
509,25497.93932861328
510,41273.74792480469
511,18755.217062557444
512,18637.656849048755
513,5232.363226996527
514,35108.28427734375
515,24204.700769042967
516,21673.47130237926
517,18598.826964943273
518,9077.15419921875
519,17651.17650511918
520,9624.117828967524
521,14799.021275111607
522,16020.832411545973
523,8966.343566894531
524,8549.071734260111
525,10105.270818536932
526,10780.003236782626
527,14600.10002055921
528,23250.40622182993
529,18546.96465433055
530,12517.205592564174
531,25840.553629557293
532,18482.272702817565
533,14115.363979867789
534,12225.938575006301
535,11244.153797767942
536,14086.690628616898
537,12059.484943317917
538,70686.42626953125
539,34417.10586734694
540,18079.53041821289
541,9918.744604138361
542,6831.850435913086
543,3600.098939819336
544,2989.4753419799804
545,1404.696246520996
546,623.969647644043
547,448.2778663635254
548,759.1949642120845
549,902.6183132595486
550,916.5797921457598
551,9097.81948852539
552,1623.3312992629185
553,606.3575775146485
554,19885.988730294364
555,6592.593169046579
556,11147.077135684716
557,15507.579642159599
558,8682.584045288086
559,14049.68956058126
560,10405.497599792481
561,5593.227290466309
562,7279.907119750977
563,11162.464344787597
564,9095.15243329793
565,8631.556288655598
566,12176.945110212053
567,11901.169312720205
568,9559.196146168428
569,8103.1706560660095
570,8349.977739032945
571,7275.373364257813
572,19410.10489633921
573,10578.108752441407
574,13739.969371073956
575,10353.015120583019
576,17166.79460486587
577,16130.422302246094
578,17619.987513388358
579,9638.040967987805
580,4505.1224143288355
581,15613.868458714978
582,10526.19379573494
583,9428.435064406622
584,14571.980521581507
585,15342.16951976103
586,14053.995592091182
587,15870.613883463542
588,9763.900774274554
589,13925.45169659515
590,18655.982021233973
591,12853.209257238052
592,11045.09022231329
593,10619.373019042969
594,5952.0815390625
595,3433.392071044922
596,3574.2215728759766
597,7459.886134338379
598,6558.670654296875
599,5627.717595153808
600,3461.2669773254393
601,2023.5905058383942
602,2983.7328059372394
603,5282.281449942753
604,4345.185484548715
605,1631.1542941006746
606,8595.708518509316
607,5493.987020263672
608,6236.719553436279
609,7919.855292426215
610,5760.70551443791
611,3073.761623331706
612,3175.845781915838
613,2705.395562550378
614,13838.497447620739
615,4640.843212846396
616,7711.545593261719
617,5537.053104498447
618,12775.866585867745
619,9131.601097593917
620,5505.854032021982
621,6117.3962736309695
622,8420.89204788208
623,9135.694166917066
624,8274.886093139648
625,8869.7018069108
626,9340.395336851781
627,9404.119431268602
628,11833.320328776043
629,11616.935221017884
630,5419.5495716441765
631,11699.931457519531
632,13304.766670040968
633,14686.195037841797
634,14310.630648075627
635,12974.49446144517
636,5400.6469163161055
637,18061.877716774165
638,8127.048599243164
639,11283.722282751283
640,12713.975692545573
641,9044.389123535157
642,16673.65212530839
643,12159.84186843346
644,17193.646682739258
645,15042.764374156057
646,6006.965087890625
647,9970.20556640625
648,13885.154003495929
649,9091.459955571772
650,15658.829973493304
651,11355.191323698853
652,9425.662969544877
653,7149.752540444428
654,10191.076424434268
655,10657.892747145434
656,9234.82595558537
657,6574.7671713867185
658,4333.046437249339
659,4462.03682008915
660,3183.644593383789
661,1915.7202087402343
662,1132.5742975050402
663,2405.4209637327244
664,2205.9128913879395
665,2089.082848083496
666,1261.9717428588867
667,911.0703996582031
668,1002.1266906738281
669,2981.2178428955076
670,496.5015880878155
671,1721.929952255249
672,1266.3869006271361
673,1139.2144451919867
674,1906.3265097481865
675,1370.0598942642212
676,986.5786213912963
677,1337.865940484475
678,1126.705008951823
679,3775.286590670362
680,5098.607343834567
681,2892.6090545654297
682,5273.930977844238
683,3329.709037322998
684,2487.958152709961
685,3938.7257530905986
686,3359.087142944336
687,2998.3593195264584
688,4047.7464474269323
689,3589.2759552001953
690,3898.7578041145393
691,3806.299509048462
692,2734.4644710964626
